ORG_NAME	BHRRC_URL
Mitsui Sumitomo Insurance (part of Sumitomo Group)	M/MitsuiSumitomoInsurancepartofSumitomoGroup
Mittal Steel (part of Arcelor Mittal)	M/MittalSteelpartofArcelorMittal
Mizuho Bank (part of Mizuho Financial Group)	M/MizuhoBankpartofMizuhoFinancialGroup
Mizuno	M/Mizuno
MK One (part of Baugur)	M/MKOnepartofBaugur
MKEK	M/MKEK
MKJ Explorations	M/MKJExplorations
MLC (part of National Australia Bank)	M/MLCpartofNationalAustraliaBank
MMC	M/MMC
mmo2 (now O2)	M/mmo2nowO2
Moattama Gas Transportation Company (part of Total)	M/MoattamaGasTransportationCompanypartofTotal
Mobil Oil (part of ExxonMobil)	M/MobilOilpartofExxonMobil
Mobile Telecommunications Company	M/MobileTelecommunicationsCompany
Modandola Group	M/ModandolaGroup
Modi Enterprises	M/ModiEnterprises
Modicare (part of Modi Enterprises)	M/ModicarepartofModiEnterprises
Moët Hennessy Louis Vuitton (see LVMH)	M/MotHennessyLouisVuittonseeLVMH
Mohawk Industries	M/MohawkIndustries
MOL (see Mitsui O.S.K. Lines or Magyar Olaj Gazi)	M/MOLseeMitsuiOSKLinesorMagyarOlajGazi
Molson (part of Molson Coors)	M/MolsonpartofMolsonCoors
Molson Coors	M/MolsonCoors
Moltex Sporting Goods	M/MoltexSportingGoods
Moncrief Oil	M/MoncriefOil
Mondi (part of Anglo American)	M/MondipartofAngloAmerican
Monoprix	M/Monoprix
Monsanto	M/Monsanto
Monsoon	M/Monsoon
Montagne	M/Montagne
Monterrico Metals	M/MonterricoMetals
Montres Rolex (see Rolex)	M/MontresRolexseeRolex
Moody's	M/Moodys
Moonie (part of Santos)	M/MooniepartofSantos
Morgan Stanley	M/MorganStanley
"Morgan, Lewis & Bockius"	M/MorganLewisBockius
Morley Fund Management (part of Aviva)	M/MorleyFundManagementpartofAviva
Morrison & Foerster	M/MorrisonFoerster
Morrisons	M/Morrisons
Mothercare	M/Mothercare
Mothers Work	M/MothersWork
Motiva Enterprises (joint venture Shell & Saudi Aramco)	M/MotivaEnterprisesjointventureShellSaudiAramco
Motorola	M/Motorola
Movistar (part of Telefónica)	M/MovistarpartofTelefnica
MphasiS	M/MphasiS
MPRI (part of L-3 Communications)	M/MPRIpartofL-3Communications
Mr Price	M/MrPrice
Msauli	M/Msauli
Mt. Olive Pickle	M/MtOlivePickle
MTN	M/MTN
MTR	M/MTR
MTV (part of Viacom)	M/MTVpartofViacom
MTV Networks Europe (part of Viacom)	M/MTVNetworksEuropepartofViacom
Multienlace	M/Multienlace
Munich Re	M/MunichRe
Murphy Oil	M/MurphyOil
Murray and Roberts	M/MurrayandRoberts
Murugappa	M/Murugappa
Musim Mas	M/MusimMas
MV Transportation	M/MVTransportation
Mvelaphanda Group	M/MvelaphandaGroup
Myanma Gem Enterprise	M/MyanmaGemEnterprise
Myanmar Oil & Gas Enterprise (MOGE)	M/MyanmarOilGasEnterpriseMOGE
Myanmar Timber Enterprise	M/MyanmarTimberEnterprise
Mylan Laboratories	M/MylanLaboratories
Mysore Minerals	M/MysoreMinerals
Mysore Paper Mills	M/MysorePaperMills
MySpace.com (part of News Corporation)	M/MySpacecompartofNewsCorporation
Mytilineos	M/Mytilineos
MyTravel	M/MyTravel
Naf Naf	N/NafNaf
Nakumatt Holdings	N/NakumattHoldings
NALCO	N/NALCO
"Nam Fatt (joint venture Petronas, Land & General, Mitsui)"	N/NamFattjointventurePetronasLandGeneralMitsui
Nam Theun 2 Power (intl. consortium)	N/NamTheun2Powerintlconsortium
"Namdeb (joint venture De Beers, Namibia Govt.)"	N/NamdebjointventureDeBeersNamibiaGovt
NamPower	N/NamPower
Nanjing Iron and Steel Union	N/NanjingIronandSteelUnion
Nanjing Ruikang Agriculture	N/NanjingRuikangAgriculture
Napapijri	N/Napapijri
Napier Industries	N/NapierIndustries
Narmada Hydroelectric Development Corporation (NHDC) (joint venture NHPC [National Hydroelectric Power Corporation] & Madhya Pradesh Govt.)	N/NarmadaHydroelectricDevelopmentCorporationNHDCjointventureNHPCNationalHydroelectricPowerCorporationMadhyaPradeshGovt
Naspers Group	N/NaspersGroup
Natexis (part of Groupe Banque Populaire)	N/NatexispartofGroupeBanquePopulaire
National Australia Bank	N/NationalAustraliaBank
National Bank of Canada	N/NationalBankofCanada
National Commercial Bank	N/NationalCommercialBank
National Commercial Bank Jamaica	N/NationalCommercialBankJamaica
National Express	N/NationalExpress
National Grid	N/NationalGrid
National Gypsum	N/NationalGypsum
National Hydroelectric Power Corporation (see NHPC)	N/NationalHydroelectricPowerCorporationseeNHPC
National Material	N/NationalMaterial
National Mineral Development Corporation (NMDC)	N/NationalMineralDevelopmentCorporationNMDC
National Semiconductor	N/NationalSemiconductor
National Steel	N/NationalSteel
National Transmission Corporation (Transco) [Philippines]	N/NationalTransmissionCorporationTranscoPhilippines
National Wire Fabric (part of Gamma Holding)	N/NationalWireFabricpartofGammaHolding
Nationwide	N/Nationwide
Natixis (joint venture Caisse d'Epargne & Groupe Banque Populaire)	N/NatixisjointventureCaissedEpargneGroupeBanquePopulaire
Natura	N/Natura
NatWest (part of Royal Bank of Scotland)	N/NatWestpartofRoyalBankofScotland
Nautica (part of VF Corp)	N/NauticapartofVFCorp
NBC (joint venture General Electric & Vivendi Universal)	N/NBCjointventureGeneralElectricVivendiUniversal
NBCC	N/NBCC
NCC	N/NCC
NCR	N/NCR
Nebraska Beef	N/NebraskaBeef
NEC	N/NEC
Nedbank	N/Nedbank
Nedcor (see Nedbank)	N/NedcorseeNedbank
Nederburg	N/Nederburg
Neelachal Ispat Nigam	N/NeelachalIspatNigam
Neilson Travel (part of Thomas Cook)	N/NeilsonTravelpartofThomasCook
Neiman Marcus	N/NeimanMarcus
Nera	N/Nera
NestlÃ©	N/Nestl
NetEase	N/NetEase
Network Equipment Technologies	N/NetworkEquipmentTechnologies
Network Rail	N/NetworkRail
Nevsun	N/Nevsun
New Balance	N/NewBalance
New Era Cap	N/NewEraCap
New Gomair	N/NewGomair
New Lachaussée	N/NewLachausse
New Look	N/NewLook
New Millennium Resources	N/NewMillenniumResources
New NGC (see National Gypsum)	N/NewNGCseeNationalGypsum
New Society	N/NewSociety
New United Motor Manufacturing (joint venture General Motors & Toyota)	N/NewUnitedMotorManufacturingjointventureGeneralMotorsToyota
New Wave Group	N/NewWaveGroup
New World Development	N/NewWorldDevelopment
New York Life	N/NewYorkLife
New York Times	N/NewYorkTimes
New-Ray	N/New-Ray
Newco	N/Newco
Newcrest	N/Newcrest
Newell Rubbermaid	N/NewellRubbermaid
Newman's Own	N/NewmansOwn
Newman's Own Organics	N/NewmansOwnOrganics
Newmann Kaffee	N/NewmannKaffee
NewMarket	N/NewMarket
Newmont	N/Newmont
News Corporation	N/NewsCorporation
Nexen	N/Nexen
Nexsys	N/Nexsys
Next	N/Next
Next Media	N/NextMedia
Nexter	N/Nexter
Nexum	N/Nexum
NFC Africa (part of China Non-ferrous Metal Industry’s Foreign Engineering & Construction (NFC))	N/NFCAfricapartofChinaNon-ferrousMetalIndustrysForeignEngineeringConstructionNFC
NH	N/NH
NHPC (National Hydroelectric Power Corporation - India)	N/NHPCNationalHydroelectricPowerCorporation-India
Niagara Mohawk Power	N/NiagaraMohawkPower
NIC Bank	N/NICBank
Nickelodeon (part of Viacom)	N/NickelodeonpartofViacom
Nico-Pyrotechnik	N/Nico-Pyrotechnik
Nien Hsing	N/NienHsing
Nigeria Liquefied Natural Gas (NLNG)	N/NigeriaLiquefiedNaturalGasNLNG
"Nigerian Agip Oil Company (NAOC) (joint venture Nigerian National Petroleum Corporation, ENI, ConocoPhillips)"	N/NigerianAgipOilCompanyNAOCjointventureNigerianNationalPetroleumCorporationENIConocoPhillips
Nigerian Breweries	N/NigerianBreweries
Nigerian National Petroleum Company (NNPC)	N/NigerianNationalPetroleumCompanyNNPC
Nikanor	N/Nikanor
Nike	N/Nike
Nikki Shoji (part of JGC)	N/NikkiShojipartofJGC
Nikko Cordial	N/NikkoCordial
Nikko Hotels (part of Japan Airlines)	N/NikkoHotelspartofJapanAirlines
Nile Clothing	N/NileClothing
Nine Dragons Paper	N/NineDragonsPaper
Nine West (part of Jones Apparel)	N/NineWestpartofJonesApparel
Ningbo Wuzhouxing	N/NingboWuzhouxing
Nintendo	N/Nintendo
Nippon Koei	N/NipponKoei
Nippon Life Insurance	N/NipponLifeInsurance
Nippon Mining	N/NipponMining
Nippon Mining & Metals (part of Nippon Mining)	N/NipponMiningMetalspartofNipponMining
Nippon Oil	N/NipponOil
Nippon Sharyo	N/NipponSharyo
Nippon Steel	N/NipponSteel
Nishimatsu Construction	N/NishimatsuConstruction
Nissan	N/Nissan
Nissei	N/Nissei
Nissho Iwai (see Sojitz)	N/NisshoIwaiseeSojitz
Nixon Peabody	N/NixonPeabody
NKG Tropical Farm Management (see Tropical Farm Management)	N/NKGTropicalFarmManagementseeTropicalFarmManagement
NL Industries	N/NLIndustries
No Sweat Apparel	N/NoSweatApparel
Nobland	N/Nobland
Noble Caledonia	N/NobleCaledonia
Nobleza Piccardo (part of British American Tobacco)	N/NoblezaPiccardopartofBritishAmericanTobacco
Noboa	N/Noboa
Noel Leeming	N/NoelLeeming
NOK	N/NOK
Nokia	N/Nokia
Nomura	N/Nomura
Noranda (part of Falconbridge)	N/NorandapartofFalconbridge
Nord Race	N/NordRace
Nordea Bank	N/NordeaBank
Nordstrom	N/Nordstrom
Norfolk Southern	N/NorfolkSouthern
Norilsk Nickel	N/NorilskNickel
NORINCO (China North Industries)	N/NORINCOChinaNorthIndustries
Noroxo (part of ExxonMobil)	N/NoroxopartofExxonMobil
Norsk Hydro	N/NorskHydro
Norske Skog	N/NorskeSkog
NorskeCanada (part of Norske Skog)	N/NorskeCanadapartofNorskeSkog
Nortel Networks	N/NortelNetworks
North Face (part of VF Corp)	N/NorthFacepartofVFCorp
North Sails (see Global Sports Lanka)	N/NorthSailsseeGlobalSportsLanka
Northbridge Services Group	N/NorthbridgeServicesGroup
Northeast Utilities	N/NortheastUtilities
Northern Foods	N/NorthernFoods
Northern Orion Resources	N/NorthernOrionResources
Northern Rock	N/NorthernRock
Northern States Power (part of Xcel Energy)	N/NorthernStatesPowerpartofXcelEnergy
Northgate Minerals	N/NorthgateMinerals
Northrop Grumman	N/NorthropGrumman
Northwest Airlines	N/NorthwestAirlines
Northwest Natural Gas	N/NorthwestNaturalGas
Norton Rose	N/NortonRose
Norwegian Cruise Line (part of Star Cruises)	N/NorwegianCruiseLinepartofStarCruises
Norwich & Peterborough	N/NorwichPeterborough
Norwich Union (part of Aviva)	N/NorwichUnionpartofAviva
Nottingham Forest	N/NottinghamForest
Nova Banka Bijeljina	N/NovaBankaBijeljina
Nova Gas	N/NovaGas
Novartis	N/Novartis
Novatek	N/Novatek
Novem Car Interior Design	N/NovemCarInteriorDesign
Novo Group	N/NovoGroup
Novo Nordisk (part of Novo Group)	N/NovoNordiskpartofNovoGroup
Novozymes	N/Novozymes
NOW Magazine (UK) (part of Time Warner)	N/NOWMagazineUKpartofTimeWarner
NPI Wireless	N/NPIWireless
npower (part of RWE)	N/npowerpartofRWE
NRG Energy	N/NRGEnergy
NRL (see Numaligarh Refinery)	N/NRLseeNumaligarhRefinery
NSTAR	N/NSTAR
NTPC	N/NTPC
Nucete	N/Nucete
Nuclear Metals (see Starmet)	N/NuclearMetalsseeStarmet
Nucleus Software	N/NucleusSoftware
Nucor	N/Nucor
Numaligarh Refinery (NRL)	N/NumaligarhRefineryNRL
Numico (see Royal Numico)	N/NumicoseeRoyalNumico
NuStart Energy	N/NuStartEnergy
Nutraceutical Intl.	N/NutraceuticalIntl
Nutreco	N/Nutreco
Nuziveedu Seeds	N/NuziveeduSeeds
NVE Pharmaceuticals	N/NVEPharmaceuticals
NW Natural (see Northwest Natural Gas)	N/NWNaturalseeNorthwestNaturalGas
Nycomed	N/Nycomed
NYK Line	N/NYKLine
O Boticário	O/OBoticrio
O'Neill	O/ONeill
O2 (part of Telefónica)	O/O2partofTelefnica
Observer (UK) (part of Guardian Media)	O/ObserverUKpartofGuardianMedia
OCBC Bank	O/OCBCBank
Occidental Chemical (part of Occidental Petroleum)	O/OccidentalChemicalpartofOccidentalPetroleum
Occidental Petroleum	O/OccidentalPetroleum
OCS	O/OCS
Octel	O/Octel
Odebrecht	O/Odebrecht
Odfjell	O/Odfjell
Office Depot	O/OfficeDepot
OfficeMax	O/OfficeMax
OHL Group (see Grupo OHL)	O/OHLGroupseeGrupoOHL
OIEC	O/OIEC
Oil & Natural Gas Corporation (see ONGC)	O/OilNaturalGasCorporationseeONGC
Oil India	O/OilIndia
Oil Search	O/OilSearch
Ok Tedi Mining	O/OkTediMining
Okaidi	O/Okaidi
Okaya	O/Okaya
Oki	O/Oki
Oklanicsa	O/Oklanicsa
Olam	O/Olam
Olay (part of Procter & Gamble)	O/OlaypartofProcterGamble
Old Mutual	O/OldMutual
Old Navy (part of Gap)	O/OldNavypartofGap
Oldcastle Materials (part of CRH)	O/OldcastleMaterialspartofCRH
Olivia Companies	O/OliviaCompanies
OM Group	O/OMGroup
Omni Hotels	O/OmniHotels
Omnicom	O/Omnicom
Omron	O/Omron
OMV	O/OMV
OneNest	O/OneNest
ONGC (Oil & Natural Gas Corporation)	O/ONGCOilNaturalGasCorporation
Ontario Power Generation (OPG)	O/OntarioPowerGenerationOPG
Onyx (part of Veolia Environnement)	O/OnyxpartofVeoliaEnvironnement
OOCL (part of Orient Overseas (International) Limited)	O/OOCLpartofOrientOverseasInternationalLimited
Open Text	O/OpenText
OPG (see Ontario Power Generation)	O/OPGseeOntarioPowerGeneration
Oppenheimer & Co.	O/OppenheimerCo
Opps (Ouro Preto Pedra Sabão)	O/OppsOuroPretoPedraSabo
Oracle	O/Oracle
Orange	O/Orange
Orascom	O/Orascom
Orbital Engine	O/OrbitalEngine
Ore-Ida (part of Heinz)	O/Ore-IdapartofHeinz
Orient Craft	O/OrientCraft
Orient Express	O/OrientExpress
Orient Lines (part of Star Cruises)	O/OrientLinespartofStarCruises
Orient Overseas Container Line (see OOCL)	O/OrientOverseasContainerLineseeOOCL
Oriental Crest	O/OrientalCrest
Oriental Timber	O/OrientalTimber
Oriental Weavers	O/OrientalWeavers
Orion	O/Orion
Orion Pharma (see Orion)	O/OrionPharmaseeOrion
Orkut (part of Google)	O/OrkutpartofGoogle
Orly International	O/OrlyInternational
Ormat	O/Ormat
"Orrick, Herrington & Sutcliffe"	O/OrrickHerringtonSutcliffe
Oryx Natural Resources	O/OryxNaturalResources
Osem	O/Osem
Oshkosh B'Gosh	O/OshkoshBGosh
Osho Chemical Industries	O/OshoChemicalIndustries
OSLEG	O/OSLEG
Osram	O/Osram
OTE	O/OTE
Otis (part of United Technologies)	O/OtispartofUnitedTechnologies
Otokar	O/Otokar
Otto	O/Otto
Outdoor Cap	O/OutdoorCap
Outokumpu	O/Outokumpu
Owens Corning	O/OwensCorning
Oxford Industries	O/OxfordIndustries
Oxiana	O/Oxiana
Oxus Gold	O/OxusGold
P&H Mining (part of Joy Global)	P/PHMiningpartofJoyGlobal
P&O (part of Carnival)	P/POpartofCarnival
P&O Nedlloyd (joint venture between P&O and Royal Nedlloyd)	P/PONedlloydjointventurebetweenPOandRoyalNedlloyd
Pabst Brewing	P/PabstBrewing
Pacific Gas & Electric (see PG&E)	P/PacificGasElectricseePGE
Pacific Rim Mining	P/PacificRimMining
Pacific Steel	P/PacificSteel
Pacific Steel Casting	P/PacificSteelCasting
Pacificorp (part of Berkshire Hathaway)	P/PacificorppartofBerkshireHathaway
Paglas	P/Paglas
Pakistan Ordnance Factories	P/PakistanOrdnanceFactories
Pakistan Television	P/PakistanTelevision
Paladin Resources Ltd	P/PaladinResourcesLtd
Pall Mall Clothing	P/PallMallClothing
Paloma Industries	P/PalomaIndustries
Pan American Energy (joint venture BP & Bridas)	P/PanAmericanEnergyjointventureBPBridas
Pan Australian Resources	P/PanAustralianResources
Pan Macmillan	P/PanMacmillan
Pan Pacific Hotels (part of Tokyu)	P/PanPacificHotelspartofTokyu
Pan Pharmaceuticals	P/PanPharmaceuticals
Panamco (part of Coca-Cola FEMSA)	P/PanamcopartofCoca-ColaFEMSA
Panasonic (part of Matsushita)	P/PanasonicpartofMatsushita
Panhard	P/Panhard
Pansea Hotels & Resorts	P/PanseaHotelsResorts
Pará Pastoril e Agrícola (Pagrisa)	P/ParPastorileAgrcolaPagrisa
Paras Seeds	P/ParasSeeds
Parker Drilling	P/ParkerDrilling
ParknShop (part of Hutchison Whampoa)	P/ParknShoppartofHutchisonWhampoa
Parle Bisleri	P/ParleBisleri
Parmalat	P/Parmalat
"Parra, Rodríguez & Cavelier"	P/ParraRodrguezCavelier
Parsons	P/Parsons
Pasminco	P/Pasminco
Patagonia	P/Patagonia
Paul Reinhart	P/PaulReinhart
Paul Smith	P/PaulSmith
PDVSA (Petróleos de Venezuela)	P/PDVSAPetrleosdeVenezuela
Peabody Energy	P/PeabodyEnergy
Peacock Bay Environmental Services	P/PeacockBayEnvironmentalServices
Pearl Assurance (part of AMP Group)	P/PearlAssurancepartofAMPGroup
Pearl Continental	P/PearlContinental
Pearson	P/Pearson
PECD	P/PECD
Pechiney (part of Rio Tinto)	P/PechineypartofRioTinto
PECO Energy (part of Exelon)	P/PECOEnergypartofExelon
Peet's Coffee & Tea	P/PeetsCoffeeTea
Pemex	P/Pemex
Pengnian Industries	P/PengnianIndustries
Pennington Hardwoods	P/PenningtonHardwoods
Pentair	P/Pentair
Pentland Group	P/PentlandGroup
People Tree	P/PeopleTree
Pep Stores	P/PepStores
Pepco	P/Pepco
Pepe Jeans	P/PepeJeans
Pepkor	P/Pepkor
Pepsi Bottling Group	P/PepsiBottlingGroup
PepsiCo	P/PepsiCo
Perbadanan Bekalan Air Pulau Pinang (PBA)	P/PerbadananBekalanAirPulauPinangPBA
Perdue	P/Perdue
Perenco	P/Perenco
Perhutani	P/Perhutani
Perlos	P/Perlos
Pernod Ricard	P/PernodRicard
Perot Systems	P/PerotSystems
Perpetual	P/Perpetual
Perry Ellis	P/PerryEllis
Perry Manufacturing	P/PerryManufacturing
Persimmon	P/Persimmon
Pertamina	P/Pertamina
Perupetro	P/Perupetro
Petra Diamonds	P/PetraDiamonds
Petro-Canada	P/Petro-Canada
Petrobras	P/Petrobras
PetroChina	P/PetroChina
Petroecuador	P/Petroecuador
Petrolifera Petroleum	P/PetroliferaPetroleum
Petron	P/Petron
Petronas	P/Petronas
PetroSA	P/PetroSA
Petroterminal de Panama (PTP)	P/PetroterminaldePanamaPTP
Peugeot (see PSA Peugeot-Citroën)	P/PeugeotseePSAPeugeot-Citron
Pfizer	P/Pfizer
PG&E	P/PGE
Pharmacia (part of Pfizer)	P/PharmaciapartofPfizer
Phelps Dodge (part of Freeport-McMoRan)	P/PhelpsDodgepartofFreeport-McMoRan
Philex Mining	P/PhilexMining
Philip Morris (part of Altria)	P/PhilipMorrispartofAltria
Philippine Airlines	P/PhilippineAirlines
Philips Electronics (see Royal Philips Electronics)	P/PhilipsElectronicsseeRoyalPhilipsElectronics
Phillips Petroleum (see ConocoPhillips)	P/PhillipsPetroleumseeConocoPhillips
Phillips-Van Heusen	P/Phillips-VanHeusen
Phoenix Companies	P/PhoenixCompanies
Phytopharm	P/Phytopharm
Piaget (part of Richemont)	P/PiagetpartofRichemont
PicoPeta Simputers	P/PicoPetaSimputers
Pierre et Vacances	P/PierreetVacances
Pillsbury Winthrop Shaw Pittman	P/PillsburyWinthropShawPittman
Pinault-Printemps-Redoute (see PPR)	P/Pinault-Printemps-RedouteseePPR
Pinnacle West Capital	P/PinnacleWestCapital
Pioneer Natural Resources	P/PioneerNaturalResources
Pirelli	P/Pirelli
Pitney Bowes	P/PitneyBowes
Pitt Ohio Express	P/PittOhioExpress
Pittsburgh Pirates	P/PittsburghPirates
Pizano	P/Pizano
Pizza Hut (part of YUM!)	P/PizzaHutpartofYUM
Placer Dome (part of Barrick Gold)	P/PlacerDomepartofBarrickGold
Planet Hollywood	P/PlanetHollywood
Planetair	P/Planetair
Platinum Asset Management	P/PlatinumAssetManagement
Playtex (part of Hanesbrands)	P/PlaytexpartofHanesbrands
Plum Creek	P/PlumCreek
Pluspetrol	P/Pluspetrol
Plywood Tropics USA	P/PlywoodTropicsUSA
PNC Financial Services	P/PNCFinancialServices
PNM Resources	P/PNMResources
Polaroid	P/Polaroid
Polo Ralph Lauren	P/PoloRalphLauren
Polymerlatex	P/Polymerlatex
Polyphon Film	P/PolyphonFilm
Popeyes Chicken & Biscuits (part of AFC Enterprises)	P/PopeyesChickenBiscuitspartofAFCEnterprises
Posco	P/Posco
Postobón	P/Postobn
PotashCorp	P/PotashCorp
Potlatch	P/Potlatch
Pou Chen	P/PouChen
Powell Goldstein	P/PowellGoldstein
Power Corporation of Canada	P/PowerCorporationofCanada
Power Integrations	P/PowerIntegrations
Powergen (part of E.ON)	P/PowergenpartofEON
PPG	P/PPG
PPL	P/PPL
PPR (formerly Pinault-Printemps-Redoute)	P/PPRformerlyPinault-Printemps-Redoute
Pratt and Whitney (part of United Technologies)	P/PrattandWhitneypartofUnitedTechnologies
Praxair	P/Praxair
Pražská teplárenská	P/Praskteplrensk
Precious Woods	P/PreciousWoods
Premcor (part of Valero Energy)	P/PremcorpartofValeroEnergy
Premier Foods	P/PremierFoods
Premier Oil	P/PremierOil
Pressalit Group	P/PressalitGroup
PricewaterhouseCoopers	P/PricewaterhouseCoopers
Primus Financial (part of Ford)	P/PrimusFinancialpartofFord
Primus Telecommunications	P/PrimusTelecommunications
Princess Cruises (part of Carnival)	P/PrincessCruisespartofCarnival
Printex	P/Printex
Proagro (part of Bayer)	P/ProagropartofBayer
Procter & Gamble	P/ProcterGamble
Prodem FFP	P/ProdemFFP
Prof-Media	P/Prof-Media
Professional Transit Management	P/ProfessionalTransitManagement
Progress Energy	P/ProgressEnergy
Progressive Enterprises	P/ProgressiveEnterprises
Progressive Insurance	P/ProgressiveInsurance
Prominvestors	P/Prominvestors
Pronaca	P/Pronaca
Protabaco	P/Protabaco
Protección (parte de Suramericana)	P/ProteccinpartedeSuramericana
Prototek	P/Prototek
Prudential Financial	P/PrudentialFinancial
Prudential plc	P/Prudentialplc
PSA Peugeot-Citroën	P/PSAPeugeot-Citron
PSEG (see Public Service Enterprise Group)	P/PSEGseePublicServiceEnterpriseGroup
PT Freeport Indonesia (see Freeport Indonesia)	P/PTFreeportIndonesiaseeFreeportIndonesia
PTT	P/PTT
"PTT Exploration and Production (PTTEP, part of PTT)"	P/PTTExplorationandProductionPTTEPpartofPTT
Public Service Enterprise Group	P/PublicServiceEnterpriseGroup
Public Warehousing Company (see PWC Logistics)	P/PublicWarehousingCompanyseePWCLogistics
Publicis	P/Publicis
Publix	P/Publix
Puma	P/Puma
Pumpkin Patch	P/PumpkinPatch
Punto de Salud	P/PuntodeSalud
Pupkewitz	P/Pupkewitz
Pura Foods	P/PuraFoods
Pura Vida	P/PuraVida
PVH (see Phillips-Van Heusen)	P/PVHseePhillips-VanHeusen
PWC Logistics	P/PWCLogistics
Q-Mac Electronics	Q/Q-MacElectronics
Qantas Airways	Q/QantasAirways
Qatar Airways	Q/QatarAirways
Qingdao Red Star Chemical Group	Q/QingdaoRedStarChemicalGroup
Qinghe Special Steel	Q/QingheSpecialSteel
Qingyang Chemical Industry	Q/QingyangChemicalIndustry
Quad/Graphics	Q/QuadGraphics
Quaker Chemical	Q/QuakerChemical
Qualytel Teleservices	Q/QualytelTeleservices
Quark	Q/Quark
Queiroz Galvão	Q/QueirozGalvo
Quilmes (part of InBev)	Q/QuilmespartofInBev
Química del Rey	Q/QumicadelRey
QVC (part of Liberty Media)	Q/QVCpartofLibertyMedia
R-Plus	R/R-Plus
R.Crusoe & Son	R/RCrusoeSon
R.J. McCarthy	R/RJMcCarthy
R.R. Donnelley & Sons	R/RRDonnelleySons
Rabobank	R/Rabobank
RadioShack	R/RadioShack
Radisson Seven Seas Cruises (part of Carlson)	R/RadissonSevenSeasCruisespartofCarlson
Raffles Hotels & Resorts	R/RafflesHotelsResorts
RAG	R/RAG
Raiffeisen Bank Aval (part of RZB Group)	R/RaiffeisenBankAvalpartofRZBGroup
Raiffeisen Zentralbank (see RZB Group)	R/RaiffeisenZentralbankseeRZBGroup
Rainbow Millennium Power	R/RainbowMillenniumPower
Raja Garuda Mas	R/RajaGarudaMas
Ramatex	R/Ramatex
Ramco Energy	R/RamcoEnergy
Ranbaxy Laboratories	R/RanbaxyLaboratories
Rand Merchant Bank (part of FirstRand Group)	R/RandMerchantBankpartofFirstRandGroup
Rand Water	R/RandWater
Randgold	R/Randgold
Random House	R/RandomHouse
Ranger Oil (part of Canadian Natural Resources)	R/RangerOilpartofCanadianNaturalResources
Rank	R/Rank
RAO-UES	R/RAO-UES
Rapaport Group	R/RapaportGroup
Ras (part of Allianz)	R/RaspartofAllianz
Rasfer International	R/RasferInternational
Rawlings Sporting Goods (part of K2)	R/RawlingsSportingGoodspartofK2
Raytheon	R/Raytheon
RC2	R/RC2
RCA (part of Thomson)	R/RCApartofThomson
RCF (Rashtriya Chemicals & Fertilizers)	R/RCFRashtriyaChemicalsFertilizers
RCM (part of Allianz)	R/RCMpartofAllianz
RD Corporation	R/RDCorporation
Reckitt Benckiser	R/ReckittBenckiser
Red Back Mining	R/RedBackMining
Red Eléctrica de España	R/RedElctricadeEspaa
Redcats (part of Pinault-Printemps-Redoute)	R/RedcatspartofPinault-Printemps-Redoute
Redkap	R/Redkap
Redstar Furniture	R/RedstarFurniture
Reebok (part of adidas)	R/Reebokpartofadidas
Reed Elsevier Group	R/ReedElsevierGroup
Reeves and Associates	R/ReevesandAssociates
Refco	R/Refco
Refinor	R/Refinor
Rehrig International	R/RehrigInternational
REI	R/REI
Reliance Industries	R/RelianceIndustries
Reliant Energy	R/ReliantEnergy
Remond	R/Remond
Rémy Cointreau	R/RmyCointreau
Renault	R/Renault
Renco	R/Renco
Rent-A-Center	R/Rent-A-Center
Rentokil Initial	R/RentokilInitial
Replacements Ltd.	R/ReplacementsLtd
Replay Jeans	R/ReplayJeans
Repsol YPF	R/RepsolYPF
Resona	R/Resona
Reuters	R/Reuters
Revlon	R/Revlon
Rexam	R/Rexam
Rey Banano del Pacífico	R/ReyBananodelPacfico
Reynolds American	R/ReynoldsAmerican
RGM International	R/RGMInternational
RGS	R/RGS
Rheinmetall	R/Rheinmetall
Rhino Minerals (part of Imerys)	R/RhinoMineralspartofImerys
RHM	R/RHM
Rhodia	R/Rhodia
Rica City Hotels	R/RicaCityHotels
Richards Bay Minerals (joint venture Rio Tinto & BHP Billiton)	R/RichardsBayMineralsjointventureRioTintoBHPBilliton
Richemont	R/Richemont
Ricoh	R/Ricoh
Riddell	R/Riddell
Riggs Bank (now part of PNC Financial Services)	R/RiggsBanknowpartofPNCFinancialServices
Rimbunan Hijau	R/RimbunanHijau
Rio Algom (part of BHP Billiton)	R/RioAlgompartofBHPBilliton
Rio Grande Foods	R/RioGrandeFoods
Rio Tinto	R/RioTinto
Rio Tinto Alcan (part of Rio Tinto)	R/RioTintoAlcanpartofRioTinto
Rio Tuba Nickel Mining	R/RioTubaNickelMining
Rip Curl	R/RipCurl
Ripley	R/Ripley
Rismar Daewoo Apparel (joint venture Rismar Transindo & Daewoo International)	R/RismarDaewooAppareljointventureRismarTransindoDaewooInternational
Rite Aid	R/RiteAid
RITES	R/RITES
River Island (part of Lewis Trust)	R/RiverIslandpartofLewisTrust
Rivolier	R/Rivolier
RJ Reynolds (part of Reynolds American)	R/RJReynoldspartofReynoldsAmerican
RMC	R/RMC
RNK Capital	R/RNKCapital
RO Defence (part of BAE Systems)	R/RODefencepartofBAESystems
Robbins Timber	R/RobbinsTimber
